#DAC1	DAC2	DAC3	#phi1	phi2	phi3	azimuth -- at Altitude = 60
1377	2823	 274	120.50329	278.53058	  0.00000	000	60
1346	2769	 274	117.13284	272.59660	  0.00000	001	60
1295	2736	 274	111.60099	269.02326	  0.00000	002	60
1247	2724	 274	106.25953	267.64664	  0.00000	003	60
1217	2704	 274	103.03963	265.47055	  0.00000	004	60
1210	2657	 274	102.24554	260.37566	  0.00000	005	60
1190	2577	 274	100.06330	251.58290	  0.00000	006	60
1159	2521	 274	 96.71716	245.50255	  0.00000	007	60
1129	2476	 274	 93.45641	240.55769	  0.00000	008	60
1075	2431	 274	 87.55830	235.69217	  0.00000	009	60
1046	2420	 274	 84.35903	234.51091	  0.00000	010	60
1018	2403	 274	 81.23153	232.55363	  0.00000	011	60
 977	2365	 274	 76.83332	228.50983	  0.00000	012	60
 939	2316	 274	 72.62467	223.06082	  0.00000	013	60
 915	2254	 274	 69.98677	216.36816	  0.00000	014	60
 908	2180	 274	 69.23061	208.27801	  0.00000	015	60
 905	2130	 274	 68.93832	202.80353	  0.00000	016	60
 896	2114	 274	 67.91608	201.05005	  0.00000	017	60
 881	2080	 274	 66.30297	197.29156	  0.00000	018	60
 861	2022	 274	 64.15966	191.01514	  0.00000	019	60
 838	1953	 274	 61.65966	183.44066	  0.00000	020	60
 809	1903	 274	 58.43765	178.02258	  0.00000	021	60
 786	1857	 274	 55.91248	172.97351	  0.00000	022	60
 762	1820	 274	 53.33856	168.90757	  0.00000	023	60
 731	1815	 274	 49.92083	168.32206	  0.00000	024	60
 698	1801	 274	 46.29984	166.78931	  0.00000	025	60
 668	1775	 274	 43.06114	163.95694	  0.00000	026	60
 646	1740	 274	 40.58589	160.20180	  0.00000	027	60
 628	1698	 274	 38.72104	155.60097	  0.00000	028	60
 615	1672	 274	 37.30088	152.68432	  0.00000	029	60
 605	1629	 274	 36.15384	148.07287	  0.00000	030	60
 604	1584	 274	 36.01819	143.17379	  0.00000	031	60
 600	1549	 274	 35.57462	139.35200	  0.00000	032	60
 593	1526	 274	 34.89080	136.79097	  0.00000	033	60
 586	1513	 274	 34.02909	135.38459	  0.00000	034	60
 576	1511	 274	 33.03411	135.12174	  0.00000	035	60
 566	1504	 274	 31.87138	134.36838	  0.00000	036	60
 551	1494	 274	 30.28063	133.34136	  0.00000	037	60
 534	1484	 274	 28.36454	132.21475	  0.00000	038	60
 514	1474	 274	 26.25047	131.10523	  0.00000	039	60
 497	1465	 274	 24.36460	130.08060	  0.00000	040	60
 492	1457	 274	 23.77885	129.25998	  0.00000	041	60
 503	1452	 274	 25.05061	128.73910	  0.00000	042	60
 485	1451	 274	 23.09120	128.58069	  0.00000	043	60
 486	1453	 274	 23.15832	128.81314	  0.00000	044	60
 485	1459	 274	 23.00914	129.42703	  0.00000	045	60
 480	1467	 274	 22.46746	130.36491	  0.00000	046	60
 476	1478	 274	 22.05890	131.50457	  0.00000	047	60
 473	1489	 274	 21.77841	132.71419	  0.00000	048	60
 472	1500	 274	 21.62297	133.89865	  0.00000	049	60
 472	1508	 274	 21.59010	134.86997	  0.00000	050	60
 472	1513	 274	 21.67609	135.36909	  0.00000	051	60
 474	1522	 274	 21.87631	136.39879	  0.00000	052	60
 477	1546	 274	 22.18497	138.97510	  0.00000	053	60
 481	1584	 274	 22.59931	143.07361	  0.00000	054	60
 486	1633	 274	 23.11413	148.47137	  0.00000	055	60
 485	1678	 274	 23.08389	153.40209	  0.00000	056	60
 482	1712	 274	 22.70303	157.13581	  0.00000	057	60
 508	1755	 274	 25.55009	161.83796	  0.00000	058	60
 494	1790	 274	 24.01448	165.61137	  0.00000	059	60
 492	1812	 274	 23.84689	167.98211	  0.00000	060	60
 502	1817	 274	 24.85384	168.57557	  0.00000	061	60
 517	1854	 274	 26.53868	172.65064	  0.00000	062	60
 533	1907	 274	 28.25428	178.44003	  0.00000	063	60
 547	1968	 274	 29.82701	185.10877	  0.00000	064	60
 560	2048	 274	 31.19794	193.78229	  0.00000	065	60
 570	2103	 274	 32.30063	199.87770	  0.00000	066	60
 577	2123	 274	 33.14656	202.03717	  0.00000	067	60
 584	2178	 274	 33.91075	208.05275	  0.00000	068	60
 591	2268	 274	 34.59062	217.83959	  0.00000	069	60
 596	2334	 274	 35.17330	225.10055	  0.00000	070	60
 600	2392	 274	 35.63874	231.39991	  0.00000	071	60
 603	2420	 274	 35.96624	234.45019	  0.00000	072	60
 605	2439	 274	 36.13494	236.56657	  0.00000	073	60
 605	2501	 274	 36.15536	243.27722	  0.00000	074	60
 615	2570	 274	 37.24089	250.89826	  0.00000	075	60
 623	2674	 274	 38.15533	262.27064	  0.00000	076	60
 633	2722	 274	 39.22910	267.40932	  0.00000	077	60
 645	2743	 274	 40.49634	269.78802	  0.00000	078	60
 658	2817	 274	 41.99084	277.78759	  0.00000	079	60
 674	2899	 274	 43.74528	286.84934	  0.00000	080	60
 693	2976	 274	 45.77586	295.22387	  0.00000	081	60
 713	3024	 274	 47.93476	300.49025	  0.00000	082	60
 732	3051	 274	 50.08244	303.38279	  0.00000	083	60
 751	3143	 274	 52.10349	313.41044	  0.00000	084	60
 767	3228	 274	 53.88804	322.79214	  0.00000	085	60
 781	3278	 274	 55.33399	328.17598	  0.00000	086	60
 790	3323	 274	 56.36358	333.15988	  0.00000	087	60
 802	3336	 274	 57.68273	334.59335	  0.00000	088	60
 817	3427	 274	 59.36973	344.44451	  0.00000	089	60
 832	3525	 274	 60.92440	355.20162	  0.00000	090	60
 844	3587	 274	 62.23655	361.99363	  0.00000	091	60
 854	3626	 274	 63.34518	366.24893	  0.00000	092	60
 863	3642	 274	 64.37650	368.00080	  0.00000	093	60
 872	3778	 274	 65.31362	382.84489	  0.00000	094	60
 879	3873	 274	 66.14797	393.18111	  0.00000	095	60
 886	3935	 274	 66.87329	399.97294	  0.00000	096	60
 892	3935	 274	 67.49273	399.97294	  0.00000	097	60
 897	3935	 274	 68.01799	399.97294	  0.00000	098	60
 901	3935	 274	 68.45195	399.97294	  0.00000	099	60
 904	 300	 274	 68.79458	  2.86815	  0.00000	100	60
 906	 302	 274	 69.03968	  3.06424	  0.00000	101	60
 907	 303	 274	 69.18576	  3.10985	  0.00000	102	60
 908	 305	 274	 69.23074	  3.42873	  0.00000	103	60
 908	 310	 274	 69.21660	  3.97843	  0.00000	104	60
 909	 316	 274	 69.38755	  4.62627	  0.00000	105	60
 913	 322	 274	 69.78445	  5.27701	  0.00000	106	60
 918	 328	 274	 70.39475	  5.86424	  0.00000	107	60
