3163	 796	 274
3142	 785	 274
3120	 772	 274
3098	 754	 274
3078	 734	 274
3059	 711	 274
3044	 688	 274
3033	 667	 274
3027	 649	 274
3027	 634	 274
3023	 622	 274
3016	 611	 274
3005	 605	 274
2990	 603	 274
2971	 598	 274
2947	 590	 274
2923	 580	 274
2904	 566	 274
2889	 545	 274
2865	 515	 274
2835	 491	 274
2804	 478	 274
2775	 475	 274
2753	 452	 274
2737	 446	 274
2724	 440	 274
2723	 432	 274
2714	 419	 274
2696	 404	 274
2669	 385	 274
2632	 365	 274
2577	 347	 274
2540	 330	 274
2510	 317	 274
2482	 307	 274
2451	 303	 274
2427	 302	 274
2421	 300	 274
2415	 296	 274
2399	 291	 274
2376	 285	 274
2343	 277	 274
2312	3935	 274
2272	3933	 274
2221	3901	 274
2174	3845	 274
2139	3799	 274
2119	3739	 274
2112	3667	 274
2090	3631	 274
2056	3632	 274
2015	3624	 274
1966	3608	 274
1929	3594	 274
1898	3578	 274
1868	3559	 274
1838	3536	 274
1819	3511	 274
1816	3485	 274
1811	3457	 274
1801	3428	 274
1786	3401	 274
1767	3377	 274
1746	3357	 274
1723	3343	 274
1697	3334	 274
1683	3330	 274
1661	3330	 274
1636	3330	 274
1608	3329	 274
1582	3328	 274
1559	3327	 274
1541	3326	 274
1527	3325	 274
1517	3325	 274
1513	3325	 274
1511	3326	 274
1506	3327	 274
1499	3328	 274
1491	3329	 274
1480	3330	 274
1468	3330	 274
1454	3330	 274
1437	3335	 274
1419	3349	 274
1400	3371	 274
1383	3403	 274
1373	3441	 274
1366	3481	 274
1356	3520	 274
1343	3555	 274
1328	3584	 274
1312	3607	 274
1296	3629	 274
1279	3632	 274
1264	3723	 274
1250	3815	 274
1238	3906	 274
1228	3935	 274
1221	 284	 274
1215	 294	 274
1212	 301	 274
1210	 302	 274
1210	 312	 274
1208	 332	 274
1203	 360	 274
1197	 392	 274
1190	 418	 274
1183	 436	 274
1176	 446	 274
1170	 465	 274
1164	 489	 274
1158	 502	 274
1154	 549	 274
1150	 576	 274
1146	 591	 274
1143	 601	 274
1139	 605	 274
1136	 618	 274
1134	 637	 274
1131	 662	 274
1130	 693	 274
1129	 729	 274
1129	 760	 274
1130	 784	 274
1132	 803	 274
1134	 829	 274
1137	 850	 274
1140	 867	 274
1143	 882	 274
1146	 893	 274
1150	 901	 274
1153	 906	 274
1158	 908	 274
1163	 909	 274
1168	 916	 274
1174	 929	 274
1181	 947	 274
1187	 969	 274
1194	 992	 274
1200	1013	 274
1205	1030	 274
1209	1044	 274
1210	1052	 274
1210	1067	 274
1212	1094	 274
1215	1119	 274
1221	1138	 274
1228	1150	 274
1237	1161	 274
1248	1174	 274
1260	1187	 274
1274	1199	 274
1290	1207	 274
1306	1210	 274
1322	1211	 274
1337	1216	 274
1351	1224	 274
1363	1235	 274
1371	1250	 274
1380	1267	 274
1397	1288	 274
1418	1309	 274
1438	1330	 274
1457	1348	 274
1472	1363	 274
1485	1373	 274
1496	1390	 274
1505	1415	 274
1511	1440	 274
1513	1462	 274
1519	1480	 274
1532	1494	 274
1550	1505	 274
1574	1511	 274
1603	1513	 274
1635	1526	 274
1664	1546	 274
1687	1573	 274
1706	1608	 274
1734	1645	 274
1758	1677	 274
1780	1697	 274
1797	1729	 274
1809	1757	 274
1816	1782	 274
1817	1800	 274
1835	1812	 274
1865	1816	 274
