1577	3326	 274
1561	3330	 274
1549	3351	 274
1539	3395	 274
1531	3440	 274
1525	3477	 274
1521	3504	 274
1518	3523	 274
1516	3536	 274
1513	3545	 274
1513	3548	 274
1513	3549	 274
1513	3546	 274
1513	3539	 274
1513	3529	 274
1513	3515	 274
1513	3497	 274
1513	3475	 274
1513	3449	 274
1513	3419	 274
1513	3387	 274
1513	3358	 274
1516	3337	 274
1517	3330	 274
1519	3329	 274
1521	3325	 274
1523	3315	 274
1525	3300	 274
1528	3282	 274
1530	3272	 274
1533	3260	 274
1536	3245	 274
1539	3228	 274
1542	3210	 274
1545	3192	 274
1549	3174	 274
1552	3156	 274
1556	3139	 274
1561	3124	 274
1566	3110	 274
1571	3099	 274
1577	3091	 274
1584	3085	 274
1592	3081	 274
1601	3079	 274
1611	3080	 274
1622	3083	 274
1634	3089	 274
1646	3097	 274
1659	3109	 274
1671	3124	 274
1683	3142	 274
1692	3163	 274
1702	3186	 274
1720	3210	 274
1737	3233	 274
1753	3255	 274
1769	3273	 274
1784	3295	 274
1798	3318	 274
1808	3329	 274
1815	3336	 274
1816	3391	 274
1825	3472	 274
1851	3543	 274
1881	3591	 274
1911	3628	 274
1944	3653	 274
1990	3803	 274
2035	3917	 274
2074	3917	 274
2103	 286	 274
2117	 298	 274
2127	 302	 274
2155	 311	 274
2196	 336	 274
2245	 370	 274
2290	 405	 274
2320	 430	 274
2353	 444	 274
2379	 456	 274
2399	 486	 274
2412	 493	 274
2420	 536	 274
2421	 567	 274
2427	 583	 274
2440	 594	 274
2456	 601	 274
2472	 605	 274
2485	 605	 274
2494	 615	 274
2502	 622	 274
2506	 629	 274
2509	 634	 274
2509	 639	 274
2508	 642	 274
2505	 643	 274
2500	 643	 274
2494	 642	 274
2486	 639	 274
2476	 636	 274
2465	 632	 274
2454	 628	 274
2442	 623	 274
2432	 618	 274
2424	 613	 274
2422	 605	 274
2421	 605	 274
2419	 605	 274
2415	 603	 274
2409	 602	 274
2402	 599	 274
2394	 596	 274
2385	 593	 274
2375	 589	 274
2366	 586	 274
2357	 583	 274
2348	 580	 274
2340	 577	 274
2333	 576	 274
2329	 575	 274
2326	 576	 274
2325	 577	 274
2328	 580	 274
2333	 583	 274
2339	 586	 274
2346	 590	 274
2356	 595	 274
2365	 599	 274
2375	 602	 274
2385	 604	 274
2396	 605	 274
2405	 613	 274
2413	 623	 274
2419	 636	 274
2421	 652	 274
2423	 674	 274
2435	 703	 274
2455	 734	 274
2480	 763	 274
2504	 785	 274
2530	 807	 274
2563	 836	 274
2612	 859	 274
2661	 878	 274
2695	 894	 274
2717	 904	 274
2724	 908	 274
2737	 912	 274
2763	 933	 274
2808	 969	 274
2862	1010	 274
2901	1041	 274
2943	1062	 274
2990	1116	 274
3019	1150	 274
3027	1177	 274
3046	1202	 274
3093	1210	 274
3148	1220	 274
3198	1244	 274
3237	1279	 274
3264	1317	 274
3281	1348	 274
3306	1369	 274
3321	1385	 274
3329	1413	 274
3330	1438	 274
3331	1456	 274
3338	1468	 274
3345	1476	 274
3349	1480	 274
3347	1481	 274
3340	1479	 274
3332	1474	 274
3330	1463	 274
3328	1446	 274
3317	1419	 274
3293	1384	 274
3265	1363	 274
3224	1328	 274
3156	1275	 274
3071	1229	 274
3027	1210	 274
2999	1185	 274
2916	1141	 274
2838	1059	 274
2748	1013	 274
2720	 937	 274
2656	 908	 274
2536	 891	 274
2460	 844	 274
2421	 778	 274
2385	 689	 274
2311	 621	 274
2202	 598	 274
2123	 553	 274
2089	 487	 274
2001	 439	 274
1909	 385	 274
1839	 317	 274
1815	 300	 274
1790	 274	 274
1742	3782	 274
1688	3623	 274
1630	3528	 274
1566	3367	 274
1526	3323	 274
1513	3269	 274
1504	3200	 274
1489	3107	 274
1473	3038	 274
1459	3025	 274
1448	3002	 274
1442	2965	 274
1441	2925	 274
1446	2901	 274
1455	2884	 274
1468	2865	 274
1481	2850	 274
1494	2840	 274
1505	2835	 274
1512	2835	 274
1518	2839	 274
1539	2848	 274
1574	2860	 274
1622	2873	 274
1668	2887	 274
1698	2899	 274
1740	2911	 274
1775	2930	 274
1801	2953	 274
1814	2975	 274
1818	2993	 274
1849	3008	 274
1890	3018	 274
1928	3024	 274
1990	3027	 274
2028	3027	 274
2069	3031	 274
2099	3037	 274
2115	3043	 274
2119	3048	 274
2135	3052	 274
2155	3053	 274
2180	3052	 274
